tick,spread,pb2_mid,nav,SMA_10,SMA_20,SMA_50,SMA_100
3938,-34.0,30430.0,30464.0,-37.0,-37.35,-35.72,-34.975
3939,-36.0,30428.0,30464.0,-36.95,-37.425,-35.72,-34.935
3940,-33.5,30428.5,30462.0,-36.75,-37.45,-35.72,-34.875
3941,-35.5,30429.5,30465.0,-35.95,-37.325,-35.71,-34.88
3942,-36.5,30429.5,30466.0,-35.65,-37.2,-35.71,-34.88
3943,-35.5,30430.5,30466.0,-35.5,-36.95,-35.74,-34.875
3944,-34.5,30431.5,30466.0,-35.3,-36.65,-35.74,-34.865
3945,-35.0,30429.0,30464.0,-35.25,-36.45,-35.76,-34.875
3946,-37.5,30427.5,30465.0,-35.35,-36.4,-35.86,-34.915
3947,-36.0,30430.0,30466.0,-35.4,-36.425,-35.88,-34.93
3948,-36.5,30429.5,30466.0,-35.65,-36.325,-35.95,-34.95
3949,-35.5,30430.5,30466.0,-35.6,-36.275,-35.98,-34.95
3950,-34.5,30431.5,30466.0,-35.7,-36.225,-36.02,-34.955
3951,-34.0,30431.0,30465.0,-35.55,-35.75,-35.95,-34.955
3952,-34.5,30429.5,30464.0,-35.35,-35.5,-35.92,-34.97
3953,-33.5,30430.5,30464.0,-35.15,-35.325,-35.88,-34.975
3954,-36.5,30427.5,30464.0,-35.35,-35.325,-35.92,-35.04
3955,-34.0,30430.0,30464.0,-35.25,-35.25,-35.96,-35.055
3956,-31.5,30432.5,30464.0,-34.65,-35.0,-35.9,-35.045
3957,-30.0,30434.0,30464.0,-34.05,-34.725,-35.93,-35.03
3958,-25.0,30437.0,30462.0,-32.9,-34.275,-35.82,-34.96
3959,-24.5,30437.5,30462.0,-31.8,-33.7,-35.67,-34.88
3960,-27.5,30436.5,30464.0,-31.1,-33.4,-35.6,-34.805
3961,-29.5,30434.5,30464.0,-30.65,-33.1,-35.52,-34.765
3962,-27.5,30434.5,30462.0,-29.95,-32.65,-35.36,-34.67
3963,-27.0,30435.0,30462.0,-29.3,-32.225,-35.12,-34.54
3964,-30.0,30435.0,30465.0,-28.65,-32.0,-34.95,-34.455
3965,-30.0,30434.0,30464.0,-28.25,-31.75,-34.78,-34.375
3966,-31.5,30432.5,30464.0,-28.25,-31.45,-34.65,-34.32
3967,-30.5,30433.5,30464.0,-28.3,-31.175,-34.54,-34.295
3968,-31.0,30429.0,30460.0,-28.9,-30.9,-34.43,-34.28
3969,-30.0,30430.0,30460.0,-29.45,-30.625,-34.34,-34.245
3970,-31.0,30428.0,30459.0,-29.8,-30.45,-34.3,-34.21
3971,-30.5,30427.5,30458.0,-29.9,-30.275,-34.15,-34.165
3972,-32.5,30424.5,30457.0,-30.4,-30.175,-34.02,-34.17
3973,-36.5,30423.5,30460.0,-31.35,-30.325,-33.94,-34.245
3974,-35.0,30421.0,30456.0,-31.85,-30.25,-33.83,-34.31
3975,-39.0,30421.0,30460.0,-32.75,-30.5,-33.83,-34.425
3976,-40.5,30421.5,30462.0,-33.65,-30.95,-33.87,-34.5
3977,-40.5,30421.5,30462.0,-34.65,-31.475,-33.97,-34.565
3978,-42.5,30420.5,30463.0,-35.8,-32.35,-34.05,-34.655
3979,-39.5,30421.5,30461.0,-36.75,-33.1,-34.11,-34.725
3980,-42.0,30420.0,30462.0,-37.85,-33.825,-34.24,-34.795
3981,-39.5,30424.5,30464.0,-38.75,-34.325,-34.16,-34.825
3982,-39.5,30424.5,30464.0,-39.45,-34.925,-34.16,-34.86
3983,-37.5,30426.5,30464.0,-39.55,-35.45,-34.17,-34.895
3984,-38.5,30425.5,30464.0,-39.9,-35.875,-34.21,-34.96
3985,-39.5,30424.5,30464.0,-39.95,-36.35,-34.29,-35.0
3986,-39.0,30424.0,30463.0,-39.8,-36.725,-34.34,-35.035
3987,-40.0,30423.0,30463.0,-39.75,-37.2,-34.43,-35.07
3988,-39.0,30423.0,30462.0,-39.4,-37.6,-34.53,-35.125
3989,-40.5,30421.5,30462.0,-39.5,-38.125,-34.62,-35.17
3990,-40.5,30420.5,30461.0,-39.35,-38.6,-34.76,-35.24
3991,-42.5,30418.5,30461.0,-39.65,-39.2,-34.9,-35.305
3992,-43.5,30415.5,30459.0,-40.05,-39.75,-35.04,-35.375
3993,-45.5,30411.5,30457.0,-40.85,-40.2,-35.24,-35.49
3994,-42.0,30415.0,30457.0,-41.2,-40.55,-35.39,-35.565
3995,-41.5,30414.5,30456.0,-41.4,-40.675,-35.52,-35.64
3996,-43.0,30413.0,30456.0,-41.8,-40.8,-35.63,-35.745
3997,-41.5,30413.5,30455.0,-41.95,-40.85,-35.74,-35.81
3998,-41.5,30412.5,30454.0,-42.2,-40.8,-35.84,-35.895
3999,-44.0,30408.0,30452.0,-42.55,-41.025,-36.01,-35.995
4000,-39.5,30412.5,30452.0,-42.45,-40.9,-36.11,-36.065
4001,-39.0,30413.0,30452.0,-42.1,-40.875,-36.21,-36.08
4002,-36.5,30415.5,30452.0,-41.4,-40.725,-36.25,-36.085
4003,-37.0,30415.0,30452.0,-40.55,-40.7,-36.32,-36.1
4004,-34.5,30419.5,30454.0,-39.8,-40.5,-36.28,-36.1
4005,-36.0,30418.0,30454.0,-39.25,-40.325,-36.32,-36.14
4006,-36.5,30417.5,30454.0,-38.6,-40.2,-36.42,-36.16
4007,-37.0,30419.0,30456.0,-38.15,-40.05,-36.56,-36.245
4008,-39.5,30418.5,30458.0,-37.95,-40.075,-36.85,-36.335
4009,-39.0,30415.0,30454.0,-37.45,-40.0,-37.14,-36.405
4010,-41.0,30413.0,30454.0,-37.6,-40.025,-37.41,-36.505
4011,-40.5,30413.5,30454.0,-37.75,-39.925,-37.63,-36.575
4012,-44.0,30411.0,30455.0,-38.5,-39.95,-37.96,-36.66
4013,-43.0,30413.0,30456.0,-39.1,-39.825,-38.28,-36.7
4014,-41.0,30413.0,30454.0,-39.75,-39.775,-38.5,-36.725
4015,-39.0,30416.0,30455.0,-40.05,-39.65,-38.68,-36.73
4016,-38.0,30421.0,30459.0,-40.2,-39.4,-38.81,-36.73
4017,-34.0,30425.0,30459.0,-39.9,-39.025,-38.88,-36.71
4018,-35.0,30424.0,30459.0,-39.45,-38.7,-38.96,-36.695
4019,-35.0,30423.0,30458.0,-39.05,-38.25,-39.06,-36.7
4020,-37.0,30422.0,30459.0,-38.65,-38.125,-39.18,-36.74
4021,-34.0,30422.0,30456.0,-38.0,-37.875,-39.25,-36.7
4022,-35.5,30420.5,30456.0,-37.15,-37.825,-39.31,-36.665
4023,-33.5,30422.5,30456.0,-36.2,-37.65,-39.25,-36.595
4024,-33.5,30424.5,30458.0,-35.45,-37.6,-39.22,-36.525
4025,-36.0,30422.0,30458.0,-35.15,-37.6,-39.16,-36.495
4026,-36.5,30421.5,30458.0,-35.0,-37.6,-39.08,-36.475
4027,-35.5,30424.5,30460.0,-35.15,-37.525,-38.98,-36.475
4028,-35.5,30426.5,30462.0,-35.2,-37.325,-38.84,-36.445
4029,-36.0,30426.0,30462.0,-35.3,-37.175,-38.77,-36.44
4030,-33.5,30428.5,30462.0,-34.95,-36.8,-38.6,-36.42
4031,-37.5,30424.5,30462.0,-35.3,-36.65,-38.56,-36.36
4032,-34.0,30429.0,30463.0,-35.15,-36.15,-38.45,-36.305
4033,-34.5,30428.5,30463.0,-35.25,-35.725,-38.39,-36.28
4034,-31.5,30432.5,30464.0,-35.05,-35.25,-38.25,-36.23
4035,-30.0,30434.0,30464.0,-34.45,-34.8,-38.06,-36.175
4036,-33.5,30430.5,30464.0,-34.15,-34.575,-37.95,-36.145
4037,-31.5,30432.5,30464.0,-33.75,-34.45,-37.78,-36.105
4038,-34.0,30434.0,30468.0,-33.6,-34.4,-37.68,-36.105
4039,-32.0,30434.0,30466.0,-33.2,-34.25,-37.51,-36.065
4040,-33.5,30433.5,30467.0,-33.2,-34.075,-37.37,-36.065
4041,-32.5,30434.5,30467.0,-32.7,-34.0,-37.17,-36.035
4042,-29.0,30436.0,30465.0,-32.2,-33.675,-36.88,-35.96
4043,-28.0,30439.0,30467.0,-31.55,-33.4,-36.53,-35.885
4044,-22.0,30441.0,30463.0,-30.6,-32.825,-36.13,-35.76
4045,-20.5,30443.5,30464.0,-29.65,-32.05,-35.71,-35.615
4046,-23.0,30443.0,30466.0,-28.6,-31.375,-35.31,-35.47
4047,-24.0,30440.0,30464.0,-27.85,-30.8,-34.96,-35.35
4048,-24.5,30441.5,30466.0,-26.9,-30.25,-34.62,-35.23
4049,-26.5,30439.5,30466.0,-26.35,-29.775,-34.27,-35.14
4050,-24.5,30439.5,30464.0,-25.45,-29.325,-33.97,-35.04
4051,-27.5,30436.5,30464.0,-24.95,-28.825,-33.74,-34.975
4052,-32.0,30430.0,30462.0,-25.25,-28.725,-33.65,-34.95
4053,-32.5,30431.5,30464.0,-25.7,-28.625,-33.56,-34.94
4054,-32.0,30430.0,30462.0,-26.7,-28.65,-33.51,-34.895
4055,-33.0,30432.0,30465.0,-27.95,-28.8,-33.45,-34.885
4056,-28.0,30437.0,30465.0,-28.45,-28.525,-33.28,-34.85
4057,-29.0,30436.0,30465.0,-28.95,-28.4,-33.12,-34.84
4058,-28.0,30434.0,30462.0,-29.3,-28.1,-32.89,-34.87
4059,-26.5,30435.5,30462.0,-29.3,-27.825,-32.64,-34.89
4060,-24.0,30438.0,30462.0,-29.25,-27.35,-32.3,-34.855
4061,-23.5,30438.5,30462.0,-28.85,-26.9,-31.96,-34.795
4062,-24.5,30435.5,30460.0,-28.1,-26.675,-31.57,-34.765
4063,-24.0,30439.0,30463.0,-27.25,-26.475,-31.19,-34.735
4064,-21.5,30439.5,30461.0,-26.2,-26.45,-30.8,-34.65
4065,-20.5,30442.5,30463.0,-24.95,-26.45,-30.43,-34.555
4066,-21.5,30443.5,30465.0,-24.3,-26.375,-30.1,-34.455
4067,-24.5,30441.5,30466.0,-23.85,-26.4,-29.91,-34.395
4068,-25.5,30440.5,30466.0,-23.6,-26.45,-29.72,-34.34
4069,-23.5,30442.5,30466.0,-23.3,-26.3,-29.49,-34.275
4070,-23.5,30442.5,30466.0,-23.25,-26.25,-29.22,-34.2
4071,-25.0,30441.0,30466.0,-23.4,-26.125,-29.04,-34.145
4072,-23.5,30442.5,30466.0,-23.3,-25.7,-28.8,-34.055
4073,-22.5,30443.5,30466.0,-23.15,-25.2,-28.58,-33.915
4074,-22.0,30445.0,30467.0,-23.2,-24.7,-28.35,-33.785
4075,-21.0,30445.0,30466.0,-23.25,-24.1,-28.05,-33.605
4076,-22.5,30444.5,30467.0,-23.35,-23.825,-27.77,-33.425
4077,-23.5,30447.5,30471.0,-23.25,-23.55,-27.53,-33.255
4078,-20.0,30447.0,30467.0,-22.7,-23.15,-27.22,-33.03
4079,-20.0,30451.0,30471.0,-22.35,-22.825,-26.9,-32.835
4080,-14.5,30456.5,30471.0,-21.45,-22.35,-26.52,-32.56
4081,-17.0,30454.0,30471.0,-20.65,-22.025,-26.11,-32.335
4082,-15.5,30455.5,30471.0,-19.85,-21.575,-25.74,-32.095
4083,-15.5,30454.5,30470.0,-19.15,-21.15,-25.36,-31.875
4084,-15.0,30455.0,30470.0,-18.45,-20.825,-25.03,-31.64
4085,-12.5,30456.5,30469.0,-17.6,-20.425,-24.68,-31.37
4086,-18.5,30455.5,30474.0,-17.2,-20.275,-24.38,-31.165
4087,-18.0,30455.0,30473.0,-16.65,-19.95,-24.11,-30.945
4088,-12.0,30456.0,30468.0,-15.85,-19.275,-23.67,-30.675
4089,-11.5,30457.5,30469.0,-15.0,-18.675,-23.26,-30.385
4090,-13.5,30456.5,30470.0,-14.9,-18.175,-22.86,-30.115
4091,-15.5,30454.5,30470.0,-14.75,-17.7,-22.52,-29.845
4092,-17.0,30455.0,30472.0,-14.9,-17.375,-22.28,-29.58
4093,-18.5,30453.5,30472.0,-15.2,-17.175,-22.09,-29.31
4094,-15.5,30456.5,30472.0,-15.25,-16.85,-21.96,-29.045
4095,-12.5,30459.5,30472.0,-15.25,-16.425,-21.8,-28.755
4096,-12.5,30461.5,30474.0,-14.65,-15.925,-21.59,-28.45
4097,-14.0,30462.0,30476.0,-14.25,-15.45,-21.39,-28.175
4098,-13.5,30464.5,30478.0,-14.4,-15.125,-21.17,-27.895
4099,-14.5,30461.5,30476.0,-14.7,-14.85,-20.93,-27.6
4100,-14.5,30463.5,30478.0,-14.8,-14.85,-20.73,-27.35
4101,-17.5,30461.5,30479.0,-15.0,-14.875,-20.53,-27.135
4102,-17.0,30461.0,30478.0,-15.0,-14.95,-20.23,-26.94
4103,-18.0,30459.0,30477.0,-14.95,-15.075,-19.94,-26.75
4104,-16.5,30458.5,30475.0,-15.05,-15.15,-19.63,-26.57
4105,-16.0,30463.0,30479.0,-15.4,-15.325,-19.29,-26.37
4106,-13.0,30466.0,30479.0,-15.45,-15.05,-18.99,-26.135
4107,-11.5,30463.5,30475.0,-15.2,-14.725,-18.64,-25.88
4108,-11.5,30463.5,30475.0,-15.0,-14.7,-18.31,-25.6
4109,-14.5,30461.5,30476.0,-15.0,-14.85,-18.07,-25.355
4110,-13.5,30462.5,30476.0,-14.9,-14.85,-17.86,-25.08
4111,-17.0,30459.0,30476.0,-14.85,-14.925,-17.73,-24.845
4112,-18.5,30457.5,30476.0,-15.0,-15.0,-17.61,-24.59
4113,-18.5,30457.5,30476.0,-15.05,-15.0,-17.5,-24.345
4114,-18.5,30457.5,30476.0,-15.25,-15.15,-17.44,-24.12
4115,-19.5,30457.5,30477.0,-15.6,-15.5,-17.42,-23.925
4116,-20.5,30457.5,30478.0,-16.35,-15.9,-17.4,-23.75
4117,-22.0,30456.0,30478.0,-17.4,-16.3,-17.35,-23.63
4118,-18.5,30459.5,30478.0,-18.1,-16.55,-17.21,-23.465
4119,-16.5,30461.5,30478.0,-18.3,-16.65,-17.07,-23.28
4120,-16.5,30460.5,30477.0,-18.6,-16.75,-16.93,-23.075
4121,-15.5,30461.5,30477.0,-18.45,-16.65,-16.74,-22.89
4122,-15.5,30460.5,30476.0,-18.15,-16.575,-16.58,-22.69
4123,-17.5,30460.5,30478.0,-18.05,-16.55,-16.48,-22.53
4124,-18.5,30461.5,30480.0,-18.05,-16.65,-16.41,-22.38
4125,-19.0,30461.0,30480.0,-18.0,-16.8,-16.37,-22.21
4126,-17.0,30463.0,30480.0,-17.65,-17.0,-16.26,-22.015
4127,-16.5,30463.5,30480.0,-17.1,-17.25,-16.12,-21.825
4128,-18.0,30464.0,30482.0,-17.05,-17.575,-16.08,-21.65
4129,-16.0,30466.0,30482.0,-17.0,-17.65,-16.0,-21.45
4130,-13.5,30470.5,30484.0,-16.7,-17.65,-15.98,-21.25
4131,-14.0,30469.0,30483.0,-16.55,-17.5,-15.92,-21.015
4132,-10.0,30474.0,30484.0,-16.0,-17.075,-15.81,-20.775
4133,-10.0,30474.0,30484.0,-15.25,-16.65,-15.7,-20.53
4134,-11.0,30473.0,30484.0,-14.5,-16.275,-15.62,-20.325
4135,-13.0,30470.0,30483.0,-13.9,-15.95,-15.63,-20.155
4136,-13.5,30466.5,30480.0,-13.55,-15.6,-15.53,-19.955
4137,-9.5,30470.5,30480.0,-12.85,-14.975,-15.36,-19.735
4138,-12.0,30468.0,30480.0,-12.25,-14.65,-15.36,-19.515
4139,-14.5,30465.5,30480.0,-12.1,-14.55,-15.42,-19.34
4140,-12.5,30461.5,30474.0,-12.0,-14.35,-15.4,-19.13
4141,-14.0,30462.0,30476.0,-12.0,-14.275,-15.37,-18.945
4142,-12.5,30463.5,30476.0,-12.25,-14.125,-15.28,-18.78
4143,-15.5,30462.5,30478.0,-12.8,-14.025,-15.22,-18.655
4144,-16.5,30457.5,30474.0,-13.35,-13.925,-15.24,-18.6
4145,-16.5,30457.5,30474.0,-13.7,-13.8,-15.32,-18.56
4146,-17.5,30456.5,30474.0,-14.1,-13.825,-15.42,-18.505
4147,-18.5,30455.5,30474.0,-15.0,-13.925,-15.51,-18.45
4148,-20.5,30453.5,30474.0,-15.85,-14.05,-15.65,-18.41
4149,-22.0,30452.0,30474.0,-16.6,-14.35,-15.8,-18.365
4150,-16.0,30458.0,30474.0,-16.95,-14.475,-15.83,-18.28
4151,-13.0,30461.0,30474.0,-16.85,-14.425,-15.74,-18.135
4152,-14.5,30460.5,30475.0,-17.05,-14.65,-15.69,-17.96
4153,-15.5,30459.5,30475.0,-17.05,-14.925,-15.64,-17.79
4154,-16.5,30458.5,30475.0,-17.05,-15.2,-15.64,-17.635
4155,-17.5,30457.5,30475.0,-17.15,-15.425,-15.67,-17.48
4156,-12.0,30461.0,30473.0,-16.6,-15.35,-15.65,-17.32
4157,-13.0,30458.0,30471.0,-16.05,-15.525,-15.68,-17.16
4158,-11.0,30459.0,30470.0,-15.1,-15.475,-15.67,-16.99
4159,-11.5,30459.5,30471.0,-14.05,-15.325,-15.61,-16.84
4160,-14.0,30461.0,30475.0,-13.85,-15.4,-15.62,-16.74
4161,-11.0,30463.0,30474.0,-13.65,-15.25,-15.5,-16.615
4162,-11.0,30465.0,30476.0,-13.3,-15.175,-15.35,-16.48
4163,-14.5,30464.5,30479.0,-13.2,-15.125,-15.27,-16.385
4164,-12.5,30465.5,30478.0,-12.8,-14.925,-15.15,-16.295
4165,-10.0,30468.0,30478.0,-12.05,-14.6,-14.96,-16.19
4166,-10.5,30467.5,30478.0,-11.9,-14.25,-14.76,-16.08
4167,-9.0,30470.0,30479.0,-11.5,-13.775,-14.5,-15.925
4168,-10.0,30469.0,30479.0,-11.4,-13.25,-14.33,-15.77
4169,-6.5,30472.5,30479.0,-10.9,-12.475,-14.13,-15.6
4170,-3.5,30475.5,30479.0,-9.85,-11.85,-13.87,-15.4
4171,-6.0,30475.0,30481.0,-9.35,-11.5,-13.68,-15.21
4172,-8.0,30472.0,30480.0,-9.05,-11.175,-13.53,-15.055
4173,-4.5,30474.5,30479.0,-8.05,-10.625,-13.27,-14.875
4174,-3.0,30478.0,30481.0,-7.1,-9.95,-12.96,-14.685
4175,-0.5,30480.5,30481.0,-6.15,-9.1,-12.59,-14.48
4176,-3.5,30480.5,30484.0,-5.45,-8.675,-12.32,-14.29
4177,-7.5,30478.5,30486.0,-5.3,-8.4,-12.14,-14.13
4178,-12.5,30473.5,30486.0,-5.55,-8.475,-12.03,-14.055
4179,-11.5,30472.5,30484.0,-6.05,-8.475,-11.94,-13.97
4180,-13.5,30471.5,30485.0,-7.05,-8.45,-11.94,-13.96
4181,-12.5,30472.5,30485.0,-7.7,-8.525,-11.91,-13.915
4182,-8.0,30475.0,30483.0,-7.7,-8.375,-11.87,-13.84
4183,-7.0,30478.0,30485.0,-7.95,-8.0,-11.81,-13.755
4184,-7.5,30477.5,30485.0,-8.4,-7.75,-11.74,-13.68
4185,-7.5,30477.5,30485.0,-9.1,-7.625,-11.63,-13.63
4186,-6.0,30479.0,30485.0,-9.35,-7.4,-11.48,-13.505
4187,-7.5,30474.5,30482.0,-9.35,-7.325,-11.44,-13.4
4188,-6.5,30473.5,30480.0,-8.75,-7.15,-11.33,-13.345
4189,-6.0,30477.0,30483.0,-8.2,-7.125,-11.16,-13.29
4190,-6.0,30477.0,30483.0,-7.45,-7.25,-11.03,-13.215
4191,-8.0,30474.0,30482.0,-7.0,-7.35,-10.91,-13.14
4192,-9.5,30472.5,30482.0,-7.15,-7.425,-10.85,-13.065
4193,-11.0,30473.0,30484.0,-7.55,-7.75,-10.76,-12.99
4194,-9.0,30474.0,30483.0,-7.7,-8.05,-10.61,-12.925
4195,-8.5,30478.5,30487.0,-7.8,-8.45,-10.45,-12.885
4196,-8.0,30479.0,30487.0,-8.0,-8.675,-10.26,-12.84
4197,-13.5,30478.5,30492.0,-8.6,-8.975,-10.16,-12.835
4198,-12.0,30479.0,30491.0,-9.15,-8.95,-9.99,-12.82
4199,-7.0,30481.0,30488.0,-9.25,-8.725,-9.69,-12.745
4200,-5.5,30484.5,30490.0,-9.2,-8.325,-9.48,-12.655
4201,-9.5,30482.5,30492.0,-9.35,-8.175,-9.41,-12.575
4202,-6.0,30485.0,30491.0,-9.0,-8.075,-9.24,-12.465
4203,-10.0,30481.0,30491.0,-8.9,-8.225,-9.13,-12.385
4204,-6.0,30479.0,30485.0,-8.6,-8.15,-8.92,-12.28
4205,-10.5,30474.5,30485.0,-8.8,-8.3,-8.78,-12.225
4206,-10.5,30475.5,30486.0,-9.05,-8.525,-8.75,-12.2
4207,-10.5,30475.5,30486.0,-8.75,-8.675,-8.7,-12.19
4208,-11.0,30475.0,30486.0,-8.65,-8.9,-8.7,-12.185
4209,-15.0,30470.0,30485.0,-9.45,-9.35,-8.77,-12.19
4210,-14.5,30471.5,30486.0,-10.35,-9.775,-8.78,-12.2
4211,-13.5,30468.5,30482.0,-10.75,-10.05,-8.83,-12.165
4212,-11.5,30470.5,30482.0,-11.3,-10.15,-8.84,-12.095
4213,-11.5,30466.5,30478.0,-11.45,-10.175,-8.78,-12.025
4214,-15.0,30467.0,30482.0,-12.35,-10.475,-8.83,-11.99
4215,-13.5,30468.5,30482.0,-12.65,-10.725,-8.9,-11.93
4216,-10.5,30467.5,30478.0,-12.65,-10.85,-8.9,-11.83
4217,-10.0,30468.0,30478.0,-12.6,-10.675,-8.92,-11.71
4218,-12.5,30469.5,30482.0,-12.75,-10.7,-8.97,-11.65
4219,-12.5,30464.5,30477.0,-12.5,-10.975,-9.09,-11.61
4220,-11.5,30466.5,30478.0,-12.2,-11.275,-9.25,-11.56
4221,-14.0,30463.0,30477.0,-12.25,-11.5,-9.41,-11.545
4222,-14.0,30464.0,30478.0,-12.5,-11.9,-9.53,-11.53
4223,-14.0,30464.0,30478.0,-12.75,-12.1,-9.72,-11.495
4224,-13.0,30465.0,30478.0,-12.55,-12.45,-9.92,-11.44
4225,-12.5,30465.5,30478.0,-12.45,-12.55,-10.16,-11.375
4226,-9.5,30468.5,30478.0,-12.35,-12.5,-10.28,-11.3
4227,-10.5,30468.5,30479.0,-12.4,-12.5,-10.34,-11.24
4228,-9.0,30469.0,30478.0,-12.05,-12.4,-10.27,-11.15
4229,-8.5,30470.5,30479.0,-11.65,-12.075,-10.21,-11.075
4230,-4.0,30474.0,30478.0,-10.9,-11.55,-10.02,-10.98
4231,-4.0,30474.0,30478.0,-9.9,-11.075,-9.85,-10.88
4232,-7.0,30471.0,30478.0,-9.2,-10.85,-9.83,-10.85
4233,-5.0,30473.0,30478.0,-8.3,-10.525,-9.79,-10.8
4234,-5.5,30471.5,30477.0,-7.55,-10.05,-9.75,-10.745
4235,-6.0,30470.0,30476.0,-6.9,-9.675,-9.72,-10.675
4236,-8.0,30470.0,30478.0,-6.75,-9.55,-9.76,-10.62
4237,-7.0,30471.0,30478.0,-6.4,-9.4,-9.75,-10.595
4238,-7.5,30468.5,30476.0,-6.25,-9.15,-9.77,-10.55
4239,-7.5,30471.5,30479.0,-6.15,-8.9,-9.8,-10.48
4240,-9.5,30468.5,30478.0,-6.7,-8.8,-9.87,-10.45
4241,-6.0,30474.0,30480.0,-6.9,-8.4,-9.83,-10.37
4242,-2.5,30477.5,30480.0,-6.45,-7.825,-9.69,-10.27
4243,-3.5,30478.5,30482.0,-6.3,-7.3,-9.54,-10.15
4244,-2.5,30479.5,30482.0,-6.0,-6.775,-9.41,-10.01
4245,-2.0,30482.0,30484.0,-5.6,-6.25,-9.28,-9.865
4246,-3.5,30480.5,30484.0,-5.15,-5.95,-9.19,-9.725
4247,-2.5,30480.5,30483.0,-4.7,-5.55,-8.97,-9.565
4248,-3.0,30482.0,30485.0,-4.25,-5.25,-8.79,-9.39
4249,-2.0,30481.0,30483.0,-3.7,-4.925,-8.69,-9.19
4250,-1.0,30483.0,30484.0,-2.85,-4.775,-8.6,-9.04
4251,1.0,30485.0,30484.0,-2.15,-4.525,-8.39,-8.9
4252,-1.0,30483.0,30484.0,-2.0,-4.225,-8.29,-8.765
4253,-1.5,30482.5,30484.0,-1.8,-4.05,-8.12,-8.625
4254,-3.5,30480.5,30484.0,-1.9,-3.95,-8.07,-8.495
4255,-5.5,30479.5,30485.0,-2.25,-3.925,-7.97,-8.375
4256,-7.5,30477.5,30485.0,-2.65,-3.9,-7.91,-8.33
4257,-9.0,30476.0,30485.0,-3.3,-4.0,-7.88,-8.29
4258,-10.5,30479.5,30490.0,-4.05,-4.15,-7.87,-8.285
4259,-11.0,30479.0,30490.0,-4.95,-4.325,-7.79,-8.28
4260,-11.5,30478.5,30490.0,-6.0,-4.425,-7.73,-8.255
4261,-7.5,30482.5,30490.0,-6.85,-4.5,-7.61,-8.22
4262,-6.5,30483.5,30490.0,-7.4,-4.7,-7.51,-8.175
4263,-5.0,30485.0,30490.0,-7.75,-4.775,-7.38,-8.08
4264,-4.5,30486.5,30491.0,-7.85,-4.875,-7.17,-8.0
4265,-3.0,30489.0,30492.0,-7.6,-4.925,-6.96,-7.93
4266,0.5,30492.5,30492.0,-6.8,-4.725,-6.74,-7.82
4267,-4.0,30490.0,30494.0,-6.3,-4.8,-6.62,-7.77
4268,0.0,30494.0,30494.0,-5.25,-4.65,-6.37,-7.67
4269,-2.5,30491.5,30494.0,-4.4,-4.675,-6.17,-7.63
4270,1.5,30495.5,30494.0,-3.1,-4.55,-5.91,-7.58
4271,1.0,30493.0,30492.0,-2.25,-4.55,-5.61,-7.51
4272,4.5,30496.5,30492.0,-1.15,-4.275,-5.24,-7.385
4273,4.5,30496.5,30492.0,-0.2,-3.975,-4.87,-7.295
4274,0.5,30494.5,30494.0,0.3,-3.775,-4.6,-7.26
4275,4.5,30498.5,30494.0,1.05,-3.275,-4.26,-7.21
4276,3.5,30501.5,30498.0,1.35,-2.725,-4.0,-7.14
4277,0.5,30499.5,30499.0,1.8,-2.25,-3.78,-7.06
4278,-0.5,30497.5,30498.0,1.75,-1.75,-3.61,-6.94
4279,-0.5,30495.5,30496.0,1.95,-1.225,-3.45,-6.83
4280,-4.5,30491.5,30496.0,1.35,-0.875,-3.46,-6.74
4281,-4.5,30489.5,30494.0,0.8,-0.725,-3.47,-6.66
4282,-6.5,30487.5,30494.0,-0.3,-0.725,-3.46,-6.645
4283,-5.5,30488.5,30494.0,-1.3,-0.75,-3.47,-6.63
4284,-6.5,30487.5,30494.0,-2.0,-0.85,-3.49,-6.62
4285,-9.5,30484.5,30494.0,-3.4,-1.175,-3.56,-6.64
4286,-11.5,30482.5,30494.0,-4.9,-1.775,-3.63,-6.695
4287,-7.5,30487.5,30495.0,-5.7,-1.95,-3.64,-6.695
4288,-5.0,30489.0,30494.0,-6.15,-2.2,-3.59,-6.68
4289,-5.5,30488.5,30494.0,-6.65,-2.35,-3.55,-6.675
4290,-8.0,30486.0,30494.0,-7.0,-2.825,-3.52,-6.695
4291,-10.5,30483.5,30494.0,-7.6,-3.4,-3.61,-6.72
4292,-8.5,30483.5,30492.0,-7.8,-4.05,-3.73,-6.71
4293,-7.0,30485.0,30492.0,-7.95,-4.625,-3.8,-6.67
4294,-4.5,30488.5,30493.0,-7.75,-4.875,-3.84,-6.625
4295,-5.5,30487.5,30493.0,-7.35,-5.375,-3.91,-6.595
4296,-3.0,30486.0,30489.0,-6.5,-5.7,-3.9,-6.545
4297,-5.5,30483.5,30489.0,-6.3,-6.0,-3.96,-6.465
4298,-6.0,30485.0,30491.0,-6.4,-6.275,-4.02,-6.405
4299,-6.5,30486.5,30493.0,-6.5,-6.575,-4.11,-6.4
4300,-4.5,30488.5,30493.0,-6.15,-6.575,-4.18,-6.39
4301,-1.0,30487.0,30488.0,-5.2,-6.4,-4.22,-6.305
4302,-1.0,30487.0,30488.0,-4.45,-6.125,-4.22,-6.255
4303,-1.5,30482.5,30484.0,-3.9,-5.925,-4.22,-6.17
4304,-3.5,30480.5,30484.0,-3.8,-5.775,-4.22,-6.145
