tick,pb2_mid,nav
975800,30132.0,30147.0
975900,30127.0,30147.0
976000,30127.0,30147.0
976100,30124.5,30144.0
976200,30121.5,30144.0
976300,30123.5,30146.0
976400,30127.5,30147.0
976500,30126.5,30147.0
976600,30129.5,30148.0
976700,30127.5,30148.0
976800,30124.0,30143.0
976900,30122.0,30142.0
977000,30124.5,30142.0
977100,30122.0,30142.0
977200,30123.0,30142.0
977300,30125.0,30143.0
977400,30125.5,30142.0
977500,30127.5,30144.0
977600,30129.0,30143.0
977700,30130.5,30144.0
977800,30126.5,30144.0
977900,30126.5,30145.0
978000,30124.0,30145.0
978100,30122.0,30145.0
978200,30121.5,30145.0
978300,30120.5,30145.0
978400,30121.5,30146.0
978500,30123.5,30148.0
978600,30121.0,30148.0
978700,30121.5,30148.0
978800,30123.0,30148.0
978900,30120.5,30146.0
979000,30116.0,30144.0
979100,30113.5,30142.0
979200,30116.0,30142.0
979300,30114.5,30138.0
979400,30115.0,30138.0
979500,30110.5,30136.0
979600,30108.5,30134.0
979700,30103.0,30134.0
979800,30103.0,30134.0
979900,30102.5,30132.0
980000,30106.0,30132.0
980100,30103.0,30132.0
980200,30100.5,30130.0
980300,30102.5,30134.0
980400,30101.5,30134.0
980500,30101.5,30134.0
980600,30097.5,30134.0
980700,30096.5,30132.0
980800,30097.5,30134.0
980900,30099.5,30134.0
981000,30101.5,30133.0
981100,30097.5,30130.0
981200,30098.5,30130.0
981300,30102.0,30129.0
981400,30099.5,30129.0
981500,30099.0,30133.0
981600,30098.0,30132.0
981700,30094.5,30128.0
981800,30095.0,30126.0
981900,30094.0,30126.0
982000,30088.0,30124.0
982100,30085.0,30124.0
982200,30086.0,30124.0
982300,30086.5,30125.0
982400,30084.0,30123.0
982500,30080.5,30120.0
982600,30080.5,30122.0
982700,30077.5,30120.0
982800,30073.5,30116.0
982900,30071.5,30116.0
983000,30074.0,30116.0
983100,30075.0,30116.0
983200,30070.5,30116.0
983300,30078.5,30120.0
983400,30075.0,30118.0
983500,30074.5,30117.0
983600,30075.0,30117.0
983700,30074.5,30117.0
983800,30076.0,30116.0
983900,30074.5,30116.0
984000,30077.5,30116.0
984100,30074.0,30116.0
984200,30074.0,30115.0
984300,30070.5,30115.0
984400,30071.5,30115.0
984500,30072.5,30114.0
984600,30074.0,30118.0
984700,30075.0,30118.0
984800,30076.5,30117.0
984900,30073.0,30113.0
985000,30069.0,30111.0
985100,30070.5,30113.0
985200,30075.0,30113.0
985300,30067.5,30108.0
985400,30067.0,30106.0
985500,30066.5,30107.0
985600,30066.0,30107.0
985700,30066.5,30110.0
985800,30067.5,30109.0
985900,30064.0,30107.0
986000,30063.5,30110.0
986100,30066.5,30109.0
986200,30066.5,30110.0
986300,30065.0,30110.0
986400,30069.5,30113.0
986500,30064.5,30112.0
986600,30064.5,30111.0
986700,30066.5,30114.0
986800,30070.0,30113.0
986900,30069.5,30113.0
987000,30067.0,30110.0
987100,30067.0,30110.0
987200,30067.0,30112.0
987300,30070.0,30111.0
987400,30071.0,30110.0
987500,30068.5,30107.0
987600,30064.0,30109.0
987700,30064.0,30108.0
987800,30066.5,30108.0
987900,30064.5,30109.0
988000,30068.5,30113.0
988100,30069.5,30114.0
988200,30069.0,30110.0
988300,30066.0,30110.0
988400,30066.5,30110.0
988500,30063.5,30110.0
988600,30064.5,30111.0
988700,30065.5,30111.0
988800,30062.0,30110.0
988900,30062.0,30110.0
989000,30061.0,30110.0
989100,30062.5,30112.0
989200,30064.5,30113.0
989300,30066.5,30115.0
989400,30068.5,30114.0
989500,30069.0,30115.0
989600,30076.5,30124.0
989700,30079.0,30123.0
989800,30080.5,30120.0
989900,30082.0,30122.0
990000,30083.5,30122.0
990100,30081.0,30122.0
990200,30079.5,30123.0
990300,30077.5,30119.0
990400,30081.5,30123.0
990500,30084.5,30123.0
990600,30079.5,30119.0
990700,30080.5,30122.0
990800,30074.5,30116.0
990900,30071.5,30111.0
991000,30075.0,30114.0
991100,30078.5,30116.0
991200,30081.5,30116.0
991300,30080.5,30116.0
991400,30079.5,30119.0
991500,30078.0,30120.0
991600,30076.5,30121.0
991700,30076.5,30119.0
991800,30081.0,30122.0
991900,30079.0,30120.0
992000,30079.5,30120.0
992100,30081.0,30122.0
992200,30079.5,30118.0
992300,30080.5,30118.0
992400,30079.0,30118.0
992500,30082.5,30118.0
992600,30086.0,30119.0
992700,30082.0,30116.0
992800,30083.0,30116.0
992900,30085.0,30120.0
993000,30083.5,30120.0
993100,30081.5,30116.0
993200,30080.5,30114.0
993300,30079.5,30114.0
993400,30081.5,30114.0
993500,30080.5,30114.0
993600,30080.0,30110.0
993700,30078.0,30110.0
993800,30076.5,30111.0
993900,30080.5,30109.0
994000,30082.5,30111.0
994100,30083.0,30111.0
994200,30081.5,30110.0
994300,30080.5,30109.0
994400,30085.5,30108.0
994500,30083.5,30108.0
994600,30081.0,30106.0
994700,30080.0,30105.0
994800,30079.0,30105.0
994900,30081.5,30108.0
995000,30083.0,30108.0
995100,30085.0,30108.0
995200,30085.5,30108.0
995300,30086.0,30109.0
995400,30084.0,30108.0
995500,30085.0,30110.0
995600,30085.5,30105.0
995700,30086.5,30105.0
995800,30086.5,30106.0
995900,30090.5,30110.0
996000,30089.0,30109.0
996100,30088.0,30108.0
996200,30086.5,30107.0
996300,30083.0,30104.0
996400,30083.5,30104.0
996500,30085.5,30108.0
996600,30082.5,30103.0
996700,30079.0,30104.0
996800,30084.0,30103.0
996900,30084.0,30104.0
997000,30091.0,30109.0
997100,30094.0,30112.0
997200,30097.5,30114.0
997300,30100.5,30110.0
997400,30101.0,30111.0
997500,30102.0,30112.0
997600,30103.0,30112.0
997700,30105.0,30112.0
997800,30105.5,30114.0
997900,30107.0,30115.0
998000,30107.5,30116.0
998100,30109.5,30114.0
998200,30109.0,30112.0
998300,30115.5,30116.0
998400,30115.5,30117.0
998500,30115.5,30115.0
998600,30116.0,30116.0
998700,30119.0,30116.0
998800,30118.0,30117.0
998900,30115.5,30117.0
999000,30112.5,30114.0
999100,30114.5,30116.0
999200,30117.5,30117.0
999300,30115.5,30116.0
999400,30118.5,30118.0
999500,30117.5,30114.0
999600,30115.0,30113.0
999700,30112.0,30113.0
999800,30112.5,30114.0
999900,30103.5,30106.0
0,30609.0,30559.0
100,30613.0,30559.0
200,30615.0,30560.0
300,30620.5,30562.0
400,30621.0,30566.0
500,30623.5,30566.0
600,30626.0,30567.0
700,30626.5,30568.0
800,30620.5,30567.0
900,30622.5,30572.0
1000,30624.5,30573.0
1100,30620.5,30569.0
1200,30622.5,30569.0
1300,30619.5,30569.0
1400,30624.5,30573.0
1500,30622.5,30574.0
1600,30621.0,30570.0
1700,30617.5,30570.0
1800,30616.5,30570.0
1900,30612.5,30567.0
2000,30611.5,30566.0
2100,30610.5,30562.0
2200,30611.0,30562.0
2300,30607.0,30562.0
2400,30608.0,30560.0
2500,30606.0,30560.0
2600,30608.0,30561.0
2700,30610.0,30562.0
2800,30608.5,30562.0
2900,30609.5,30562.0
3000,30612.0,30562.0
3100,30613.5,30562.0
3200,30610.5,30560.0
3300,30603.0,30558.0
3400,30603.0,30558.0
3500,30610.5,30566.0
3600,30609.0,30568.0
3700,30611.5,30571.0
3800,30614.5,30570.0
3900,30617.0,30570.0
4000,30617.5,30570.0
4100,30620.5,30570.0
4200,30621.0,30568.0
4300,30619.0,30566.0
4400,30621.5,30565.0
4500,30619.0,30561.0
4600,30617.5,30560.0
4700,30612.5,30560.0
4800,30617.0,30563.0
4900,30618.0,30559.0
5000,30618.5,30563.0
5100,30620.5,30563.0
5200,30622.5,30561.0
5300,30622.5,30562.0
5400,30623.0,30560.0
5500,30623.0,30560.0
5600,30621.0,30561.0
5700,30623.0,30561.0
5800,30623.5,30559.0
5900,30625.5,30559.0
6000,30627.5,30562.0
6100,30628.0,30565.0
6200,30631.0,30566.0
6300,30633.0,30566.0
6400,30633.5,30567.0
6500,30631.0,30566.0
6600,30630.5,30566.0
6700,30632.0,30567.0
6800,30630.0,30566.0
6900,30631.5,30566.0
7000,30629.0,30565.0
7100,30627.5,30567.0
7200,30624.5,30567.0
7300,30620.5,30570.0
7400,30621.0,30569.0
7500,30615.5,30566.0
7600,30612.5,30562.0
7700,30609.0,30561.0
7800,30611.5,30560.0
7900,30614.5,30562.0
8000,30609.0,30558.0
8100,30600.5,30549.0
8200,30598.0,30546.0
8300,30594.5,30545.0
8400,30595.0,30544.0
8500,30594.0,30539.0
8600,30591.5,30538.0
8700,30594.0,30540.0
8800,30597.0,30543.0
8900,30599.5,30543.0
9000,30595.5,30542.0
9100,30597.5,30542.0
9200,30599.0,30546.0
9300,30606.0,30549.0
9400,30605.5,30551.0
9500,30611.0,30552.0
9600,30611.5,30553.0
9700,30612.5,30552.0
9800,30609.0,30550.0
9900,30606.0,30547.0
10000,30608.0,30548.0
10100,30607.5,30548.0
10200,30609.5,30548.0
10300,30605.0,30544.0
10400,30605.5,30545.0
10500,30611.0,30547.0
10600,30609.0,30546.0
10700,30611.0,30546.0
10800,30616.0,30546.0
10900,30618.5,30544.0
11000,30619.0,30547.0
11100,30619.0,30547.0
11200,30620.5,30546.0
11300,30610.5,30536.0
11400,30615.5,30541.0
11500,30613.5,30542.0
11600,30618.5,30545.0
11700,30621.5,30548.0
11800,30618.0,30548.0
11900,30615.0,30546.0
12000,30618.0,30548.0
12100,30617.5,30549.0
12200,30614.0,30549.0
12300,30608.5,30542.0
12400,30608.0,30542.0
12500,30607.0,30544.0
12600,30607.5,30545.0
12700,30606.5,30546.0
12800,30609.0,30551.0
12900,30614.0,30551.0
13000,30613.5,30551.0
13100,30614.5,30554.0
13200,30614.0,30550.0
13300,30612.0,30548.0
13400,30610.0,30548.0
13500,30615.0,30550.0
13600,30614.5,30552.0
13700,30618.5,30555.0
13800,30618.0,30555.0
13900,30620.0,30555.0
14000,30623.5,30555.0
14100,30627.5,30560.0
14200,30626.0,30559.0
14300,30627.5,30560.0
14400,30627.5,30560.0
14500,30628.0,30561.0
14600,30633.0,30562.0
14700,30633.0,30562.0
14800,30630.0,30562.0
14900,30630.0,30562.0
15000,30632.5,30562.0
15100,30630.0,30559.0
15200,30629.0,30562.0
15300,30629.0,30562.0
15400,30625.5,30561.0
15500,30625.5,30561.0
15600,30625.5,30561.0
15700,30622.5,30560.0
15800,30620.5,30560.0
15900,30622.5,30560.0
16000,30625.5,30562.0
16100,30627.0,30562.0
16200,30628.0,30562.0
16300,30630.5,30565.0
16400,30633.5,30571.0
16500,30634.5,30569.0
16600,30633.5,30567.0
16700,30632.0,30565.0
16800,30631.0,30565.0
16900,30634.5,30565.0
17000,30632.5,30566.0
17100,30634.5,30568.0
17200,30631.5,30568.0
17300,30630.0,30568.0
17400,30627.5,30565.0
17500,30633.0,30566.0
17600,30631.0,30566.0
17700,30630.0,30562.0
17800,30626.5,30562.0
17900,30628.0,30563.0
18000,30621.5,30560.0
18100,30618.0,30560.0
18200,30615.0,30558.0
18300,30613.0,30555.0
18400,30614.5,30558.0
18500,30616.0,30557.0
18600,30616.0,30558.0
18700,30617.0,30560.0
18800,30613.5,30557.0
18900,30611.0,30557.0
19000,30611.5,30556.0
19100,30614.5,30558.0
19200,30615.0,30558.0
19300,30615.5,30558.0
19400,30612.0,30553.0
19500,30616.0,30554.0
19600,30615.0,30556.0
19700,30614.5,30555.0
19800,30612.5,30554.0
19900,30612.5,30554.0
20000,30609.0,30556.0
20100,30608.0,30556.0
20200,30604.5,30556.0
20300,30602.5,30551.0
20400,30595.5,30545.0
20500,30594.5,30546.0
20600,30593.5,30545.0
20700,30593.0,30547.0
20800,30590.0,30546.0
20900,30591.5,30543.0
21000,30594.5,30544.0
21100,30595.5,30544.0
21200,30593.0,30544.0
21300,30588.0,30542.0
21400,30585.0,30543.0
21500,30584.5,30544.0
21600,30584.0,30543.0
21700,30587.5,30542.0
21800,30589.5,30542.0
21900,30588.5,30542.0
22000,30588.0,30540.0
22100,30590.5,30540.0
22200,30589.5,30540.0
22300,30591.0,30539.0
22400,30589.5,30538.0
22500,30591.5,30540.0
22600,30586.5,30538.0
22700,30591.5,30539.0
22800,30592.0,30540.0
22900,30592.5,30540.0
23000,30592.5,30540.0
23100,30592.5,30545.0
23200,30588.0,30545.0
23300,30587.5,30544.0
23400,30589.5,30544.0
23500,30589.5,30544.0
23600,30589.0,30545.0
23700,30589.5,30546.0
23800,30590.0,30546.0
23900,30592.0,30545.0
24000,30591.0,30544.0
24100,30593.0,30544.0
24200,30594.5,30544.0
24300,30594.0,30544.0
24400,30594.0,30544.0
24500,30592.5,30542.0
24600,30595.0,30544.0
24700,30598.0,30543.0
24800,30597.0,30544.0
24900,30598.5,30549.0
25000,30596.0,30548.0
25100,30598.0,30548.0
25200,30601.0,30550.0
25300,30602.0,30548.0
25400,30601.5,30546.0
25500,30602.5,30548.0
25600,30603.0,30547.0
25700,30604.0,30546.0
25800,30606.5,30547.0
25900,30613.5,30558.0
26000,30612.0,30557.0
26100,30615.0,30558.0
26200,30613.5,30558.0
26300,30616.5,30556.0
26400,30614.0,30556.0
26500,30614.5,30554.0
26600,30616.5,30556.0
26700,30616.5,30557.0
26800,30618.0,30556.0
26900,30619.0,30556.0
27000,30619.0,30558.0
27100,30620.0,30560.0
27200,30623.0,30559.0
27300,30621.5,30561.0
27400,30626.5,30562.0
27500,30631.5,30564.0
27600,30626.5,30564.0
27700,30630.0,30567.0
27800,30630.5,30567.0
27900,30630.5,30565.0
28000,30635.0,30568.0
28100,30634.5,30569.0
28200,30631.5,30569.0
28300,30628.5,30569.0
28400,30628.0,30570.0
28500,30625.0,30567.0
28600,30627.5,30566.0
28700,30629.5,30568.0
28800,30622.0,30558.0
28900,30627.5,30564.0
29000,30626.5,30562.0
29100,30625.5,30566.0
29200,30626.0,30564.0
29300,30624.5,30564.0
29400,30627.5,30571.0
29500,30631.5,30570.0
29600,30629.5,30568.0
29700,30632.5,30572.0
29800,30633.0,30572.0
29900,30634.0,30573.0
30000,30634.5,30574.0
30100,30637.0,30573.0
30200,30636.5,30574.0
30300,30638.5,30575.0
30400,30638.0,30575.0
30500,30637.5,30576.0
30600,30639.5,30578.0
30700,30643.0,30582.0
30800,30641.5,30580.0
30900,30642.5,30580.0
31000,30644.5,30580.0
31100,30643.5,30581.0
31200,30644.5,30581.0
31300,30643.0,30577.0
31400,30641.0,30576.0
31500,30640.0,30576.0
31600,30639.0,30574.0
31700,30639.5,30576.0
31800,30640.0,30576.0
31900,30640.0,30575.0
32000,30639.0,30574.0
32100,30638.0,30573.0
32200,30637.0,30573.0
32300,30636.5,30570.0
32400,30632.5,30571.0
32500,30635.0,30569.0
32600,30632.0,30568.0
32700,30630.5,30564.0
32800,30634.5,30568.0
32900,30632.5,30566.0
33000,30632.0,30564.0
33100,30631.5,30565.0
33200,30634.0,30565.0
33300,30633.5,30563.0
33400,30633.5,30564.0
33500,30631.5,30562.0
33600,30638.5,30566.0
33700,30635.0,30565.0
33800,30637.0,30565.0
33900,30637.0,30565.0
34000,30639.0,30567.0
34100,30642.5,30570.0
34200,30645.0,30571.0
34300,30645.0,30569.0
34400,30643.0,30570.0
34500,30644.0,30570.0
34600,30647.0,30572.0
34700,30646.0,30572.0
34800,30645.5,30574.0
34900,30640.5,30572.0
35000,30640.0,30572.0
35100,30644.5,30574.0
35200,30643.0,30571.0
35300,30640.5,30572.0
35400,30638.5,30572.0
35500,30639.5,30572.0
35600,30637.0,30573.0
35700,30639.5,30575.0
35800,30644.5,30579.0
35900,30645.5,30578.0
36000,30647.0,30576.0
36100,30649.0,30579.0
36200,30648.5,30580.0
36300,30649.5,30580.0
36400,30650.0,30580.0
36500,30652.0,30584.0
36600,30652.5,30584.0
36700,30654.5,30585.0
36800,30654.0,30585.0
36900,30655.5,30584.0
37000,30657.5,30585.0
37100,30658.5,30587.0
37200,30658.5,30588.0
37300,30659.0,30588.0
37400,30658.0,30588.0
37500,30657.5,30587.0
37600,30660.0,30588.0
37700,30661.5,30588.0
37800,30661.5,30590.0
37900,30659.0,30587.0
38000,30658.5,30589.0
38100,30662.5,30588.0
38200,30661.5,30587.0
38300,30662.0,30587.0
38400,30661.5,30585.0
38500,30661.0,30584.0
38600,30663.5,30584.0
38700,30666.5,30583.0
38800,30666.0,30589.0
38900,30674.5,30593.0
39000,30675.0,30594.0
39100,30673.5,30594.0
39200,30669.5,30594.0
39300,30671.0,30593.0
39400,30677.5,30594.0
39500,30672.0,30594.0
39600,30672.0,30594.0
39700,30671.0,30595.0
39800,30669.5,30594.0
39900,30675.5,30596.0
40000,30674.0,30594.0
40100,30671.0,30592.0
40200,30670.5,30594.0
40300,30671.0,30595.0
40400,30680.0,30601.0
40500,30677.5,30601.0
40600,30682.0,30602.0
40700,30684.0,30602.0
40800,30681.0,30603.0
40900,30678.0,30603.0
41000,30679.0,30603.0
41100,30675.0,30600.0
41200,30677.0,30598.0
41300,30675.5,30598.0
41400,30671.5,30598.0
41500,30673.5,30600.0
41600,30675.5,30602.0
41700,30675.0,30602.0
41800,30670.5,30600.0
41900,30669.5,30600.0
42000,30666.5,30597.0
42100,30666.5,30597.0
42200,30666.0,30597.0
42300,30664.0,30594.0
42400,30660.5,30593.0
42500,30658.5,30590.0
42600,30660.0,30591.0
42700,30660.0,30591.0
42800,30657.5,30592.0
42900,30655.0,30588.0
43000,30655.5,30589.0
43100,30655.5,30588.0
43200,30656.5,30589.0
43300,30653.5,30593.0
43400,30653.5,30592.0
43500,30650.0,30592.0
43600,30649.0,30588.0
43700,30646.5,30589.0
43800,30648.5,30589.0
43900,30650.5,30591.0
44000,30649.5,30592.0
44100,30645.0,30588.0
44200,30646.0,30588.0
44300,30645.0,30586.0
44400,30639.0,30586.0
44500,30641.0,30586.0
44600,30641.5,30586.0
44700,30637.0,30582.0
44800,30636.0,30582.0
44900,30641.5,30583.0
45000,30642.5,30586.0
45100,30646.5,30588.0
45200,30646.0,30585.0
45300,30645.5,30586.0
45400,30642.5,30587.0
45500,30644.0,30587.0
45600,30643.5,30589.0
45700,30640.0,30586.0
45800,30643.5,30588.0
45900,30645.5,30591.0
46000,30642.5,30592.0
46100,30644.5,30592.0
46200,30647.0,30594.0
46300,30644.0,30592.0
46400,30640.0,30591.0
46500,30648.5,30596.0
46600,30651.5,30600.0
46700,30654.0,30602.0
46800,30653.5,30601.0
46900,30652.5,30601.0
47000,30651.5,30602.0
47100,30655.0,30604.0
47200,30650.0,30598.0
47300,30652.0,30602.0
47400,30654.0,30602.0
47500,30653.5,30602.0
47600,30652.5,30601.0
47700,30653.5,30600.0
47800,30653.5,30600.0
47900,30649.5,30597.0
48000,30649.5,30598.0
48100,30649.0,30596.0
48200,30650.0,30596.0
48300,30647.5,30595.0
48400,30647.0,30595.0
48500,30648.5,30595.0
48600,30649.5,30595.0
48700,30648.5,30592.0
48800,30650.5,30593.0
48900,30656.0,30596.0
49000,30655.0,30596.0
49100,30656.5,30597.0
49200,30657.5,30596.0
49300,30654.0,30593.0
49400,30657.0,30595.0
49500,30652.5,30595.0
49600,30647.0,30589.0
49700,30661.5,30604.0
49800,30663.5,30606.0
49900,30663.0,30606.0
50000,30663.5,30602.0
50100,30663.5,30604.0
50200,30660.0,30601.0
50300,30664.0,30606.0
50400,30662.0,30607.0
50500,30662.0,30604.0
50600,30661.5,30605.0
50700,30661.5,30606.0
50800,30662.0,30606.0
50900,30663.5,30607.0
51000,30665.5,30608.0
51100,30665.5,30609.0
51200,30657.5,30607.0
51300,30659.5,30607.0
51400,30658.0,30608.0
51500,30655.0,30606.0
51600,30651.0,30604.0
51700,30649.0,30602.0
51800,30648.5,30601.0
51900,30646.0,30602.0
52000,30645.0,30602.0
52100,30646.0,30604.0
52200,30648.5,30604.0
52300,30647.0,30602.0
52400,30647.5,30602.0
52500,30647.5,30600.0
52600,30649.5,30598.0
52700,30649.5,30600.0
52800,30651.5,30600.0
52900,30648.0,30598.0
53000,30648.5,30595.0
53100,30643.5,30592.0
53200,30639.0,30593.0
53300,30639.5,30594.0
53400,30639.0,30592.0
53500,30640.5,30592.0
53600,30639.0,30592.0
53700,30643.5,30594.0
53800,30643.0,30592.0
53900,30643.5,30592.0
54000,30638.5,30590.0
54100,30638.5,30590.0
54200,30641.0,30592.0
54300,30645.0,30594.0
54400,30649.0,30596.0
54500,30646.5,30596.0
54600,30644.0,30595.0
54700,30646.5,30594.0
54800,30644.0,30594.0
54900,30647.5,30594.0
55000,30647.0,30596.0
55100,30650.5,30596.0
55200,30649.0,30594.0
55300,30651.0,30594.0
55400,30655.5,30598.0
55500,30658.0,30601.0
55600,30660.0,30602.0
55700,30661.0,30600.0
55800,30663.0,30600.0
55900,30658.5,30600.0
56000,30661.5,30600.0
56100,30660.5,30600.0
56200,30653.5,30596.0
56300,30658.5,30598.0
56400,30652.5,30595.0
56500,30651.5,30595.0
56600,30652.0,30596.0
56700,30650.5,30597.0
56800,30652.5,30598.0
56900,30651.5,30600.0
57000,30648.5,30600.0
57100,30649.5,30600.0
57200,30648.5,30600.0
57300,30646.5,30596.0
57400,30650.0,30598.0
57500,30646.5,30598.0
57600,30647.0,30598.0
57700,30645.0,30599.0
57800,30648.0,30602.0
57900,30648.5,30604.0
58000,30649.5,30604.0
58100,30648.0,30605.0
58200,30646.5,30600.0
58300,30648.0,30604.0
58400,30649.0,30604.0
58500,30646.5,30602.0
58600,30647.0,30602.0
58700,30646.5,30602.0
58800,30652.0,30605.0
58900,30653.5,30605.0
59000,30652.5,30604.0
59100,30648.5,30604.0
59200,30653.5,30605.0
59300,30655.5,30608.0
59400,30650.0,30604.0
59500,30650.0,30608.0
59600,30649.0,30608.0
59700,30649.5,30608.0
59800,30654.0,30609.0
59900,30651.5,30607.0
60000,30652.5,30608.0
60100,30652.5,30609.0
60200,30650.0,30608.0
60300,30647.5,30609.0
60400,30650.0,30612.0
60500,30650.0,30612.0
60600,30650.0,30612.0
60700,30649.0,30612.0
60800,30646.0,30610.0
60900,30648.0,30610.0
61000,30650.5,30611.0
61100,30650.0,30612.0
61200,30648.0,30612.0
61300,30656.5,30619.0
61400,30660.0,30624.0
61500,30661.0,30624.0
61600,30661.5,30624.0
61700,30660.0,30621.0
61800,30660.0,30625.0
61900,30661.0,30626.0
62000,30662.0,30626.0
62100,30664.0,30628.0
62200,30670.0,30633.0
62300,30665.0,30632.0
62400,30668.0,30634.0
62500,30669.0,30635.0
62600,30672.0,30637.0
62700,30673.5,30638.0
62800,30677.5,30642.0
62900,30682.5,30647.0
63000,30684.0,30646.0
63100,30684.5,30644.0
63200,30681.0,30642.0
63300,30681.5,30642.0
63400,30681.5,30644.0
63500,30684.0,30646.0
63600,30685.0,30646.0
63700,30682.0,30643.0
63800,30684.0,30645.0
63900,30687.0,30648.0
64000,30690.5,30650.0
64100,30689.5,30651.0
64200,30691.5,30654.0
64300,30693.5,30653.0
64400,30691.5,30652.0
64500,30690.5,30650.0
64600,30692.5,30653.0
64700,30695.0,30652.0
64800,30692.0,30652.0
64900,30692.5,30651.0
65000,30688.5,30651.0
65100,30687.5,30650.0
65200,30687.0,30649.0
65300,30689.5,30647.0
65400,30687.5,30648.0
65500,30689.5,30649.0
65600,30690.0,30646.0
65700,30690.5,30648.0
65800,30687.5,30646.0
65900,30686.5,30644.0
66000,30687.5,30646.0
66100,30685.5,30646.0
66200,30686.0,30647.0
66300,30683.5,30648.0
66400,30682.0,30643.0
66500,30685.5,30644.0
66600,30687.0,30643.0
66700,30689.5,30643.0
66800,30686.5,30644.0
66900,30685.0,30644.0
67000,30687.0,30645.0
67100,30690.0,30644.0
67200,30690.5,30646.0
67300,30687.5,30645.0
67400,30682.5,30639.0
67500,30684.0,30642.0
67600,30686.0,30643.0
67700,30684.5,30644.0
67800,30686.5,30646.0
67900,30685.5,30646.0
68000,30691.5,30649.0
68100,30692.5,30648.0
68200,30695.5,30652.0
68300,30694.5,30652.0
68400,30693.5,30649.0
68500,30696.0,30651.0
68600,30696.0,30651.0
68700,30699.0,30652.0
68800,30699.0,30652.0
68900,30702.5,30652.0
69000,30707.5,30655.0
69100,30707.5,30657.0
69200,30703.5,30655.0
69300,30699.5,30655.0
69400,30699.5,30656.0
69500,30701.0,30655.0
69600,30701.0,30654.0
69700,30699.0,30655.0
69800,30697.5,30654.0
69900,30696.5,30654.0
70000,30692.0,30652.0
70100,30694.5,30652.0
70200,30696.5,30653.0
70300,30700.5,30658.0
70400,30704.0,30655.0
70500,30705.0,30658.0
70600,30704.0,30658.0
70700,30705.0,30656.0
70800,30704.0,30657.0
70900,30702.0,30656.0
71000,30702.5,30658.0
71100,30702.5,30658.0
71200,30702.5,30658.0
71300,30701.5,30658.0
71400,30703.5,30662.0
71500,30709.5,30663.0
71600,30708.5,30664.0
71700,30710.5,30666.0
71800,30709.5,30665.0
71900,30707.5,30664.0
72000,30706.5,30664.0
72100,30704.0,30664.0
72200,30703.0,30662.0
72300,30699.0,30659.0
72400,30699.5,30663.0
72500,30704.0,30664.0
72600,30702.5,30660.0
72700,30704.0,30660.0
72800,30708.0,30660.0
72900,30709.5,30664.0
73000,30708.0,30662.0
73100,30707.5,30661.0
73200,30711.0,30664.0
73300,30706.0,30657.0
73400,30714.5,30665.0
73500,30714.0,30666.0
73600,30716.0,30667.0
73700,30719.0,30667.0
73800,30718.0,30668.0
73900,30719.0,30668.0
74000,30719.0,30668.0
74100,30717.5,30667.0
74200,30718.5,30668.0
74300,30720.0,30666.0
74400,30724.0,30668.0
74500,30720.0,30664.0
74600,30721.0,30664.0
74700,30717.5,30662.0
74800,30715.5,30661.0
74900,30717.0,30663.0
75000,30718.0,30663.0
75100,30718.0,30665.0
75200,30716.5,30663.0
75300,30716.0,30665.0
75400,30711.5,30662.0
75500,30712.5,30662.0
75600,30712.0,30662.0
75700,30713.0,30662.0
75800,30711.5,30662.0
75900,30709.0,30662.0
76000,30713.5,30661.0
76100,30714.5,30664.0
76200,30717.5,30667.0
76300,30714.0,30667.0
76400,30719.0,30668.0
76500,30721.0,30669.0
76600,30723.5,30671.0
76700,30727.5,30672.0
76800,30729.0,30672.0
76900,30737.0,30677.0
77000,30736.5,30679.0
77100,30735.5,30679.0
77200,30732.0,30677.0
77300,30735.0,30681.0
77400,30734.5,30680.0
77500,30738.5,30682.0
77600,30739.0,30682.0
77700,30739.0,30681.0
77800,30741.5,30679.0
77900,30739.0,30678.0
78000,30739.0,30678.0
78100,30734.0,30675.0
78200,30736.0,30679.0
78300,30732.5,30678.0
78400,30736.0,30675.0
78500,30736.0,30676.0
78600,30735.5,30678.0
78700,30736.0,30678.0
78800,30737.0,30678.0
78900,30735.0,30679.0
79000,30735.5,30679.0
79100,30734.0,30679.0
79200,30735.0,30682.0
79300,30731.0,30682.0
79400,30731.5,30683.0
79500,30731.5,30683.0
79600,30731.0,30683.0
79700,30731.0,30681.0
79800,30732.5,30681.0
79900,30732.5,30684.0
80000,30732.5,30684.0
80100,30732.0,30684.0
80200,30733.0,30683.0
80300,30732.0,30683.0
80400,30734.5,30686.0
80500,30739.0,30686.0
80600,30743.0,30690.0
80700,30751.0,30694.0
80800,30754.5,30698.0
80900,30755.0,30699.0
81000,30754.0,30701.0
81100,30750.5,30697.0
81200,30749.5,30696.0
81300,30748.0,30700.0
81400,30746.5,30702.0
81500,30748.5,30702.0
81600,30752.5,30706.0
81700,30755.5,30706.0
81800,30762.0,30711.0
81900,30757.5,30706.0
82000,30760.0,30708.0
82100,30754.5,30703.0
82200,30752.5,30703.0
82300,30754.5,30706.0
82400,30755.5,30704.0
82500,30749.5,30697.0
82600,30752.5,30697.0
82700,30753.5,30699.0
82800,30753.0,30698.0
82900,30759.5,30698.0
83000,30760.5,30699.0
83100,30767.5,30703.0
83200,30771.0,30703.0
83300,30766.5,30701.0
