tick,spread
331400,-29.5
331500,-31.5
331600,-28.5
331700,-31.0
331800,-26.5
331900,-28.0
332000,-29.5
332100,-28.0
332200,-29.5
332300,-28.5
332400,-33.0
332500,-29.5
332600,-30.5
332700,-29.0
332800,-29.0
332900,-33.0
333000,-34.0
333100,-33.5
333200,-34.5
333300,-33.5
333400,-33.5
333500,-35.5
333600,-36.0
333700,-35.5
333800,-36.5
333900,-35.0
334000,-36.0
334100,-39.0
334200,-40.0
334300,-45.5
334400,-43.0
334500,-39.5
334600,-37.5
334700,-37.5
334800,-32.0
334900,-33.5
335000,-34.5
335100,-35.5
335200,-33.0
335300,-31.0
335400,-28.5
335500,-27.0
335600,-25.0
335700,-26.5
335800,-29.0
335900,-26.5
336000,-25.0
336100,-27.0
336200,-24.0
336300,-26.0
336400,-26.5
336500,-27.5
336600,-23.5
336700,-24.5
336800,-23.5
336900,-21.5
337000,-21.0
337100,-23.0
337200,-23.5
337300,-25.0
337400,-27.0
337500,-24.0
337600,-24.5
337700,-23.0
337800,-24.5
337900,-27.5
338000,-25.5
338100,-27.0
338200,-30.5
338300,-30.5
338400,-32.0
338500,-33.0
338600,-34.0
338700,-30.5
338800,-30.0
338900,-28.0
339000,-31.5
339100,-26.0
339200,-25.5
339300,-25.0
339400,-26.0
339500,-25.0
339600,-25.0
339700,-28.0
339800,-29.0
339900,-29.5
340000,-29.5
340100,-29.5
340200,-29.0
340300,-29.0
340400,-29.5
340500,-29.0
340600,-33.5
340700,-33.5
340800,-31.5
340900,-35.0
341000,-33.5
341100,-29.0
341200,-26.5
341300,-32.0
341400,-35.0
341500,-35.5
341600,-35.5
341700,-33.0
341800,-30.5
341900,-31.5
342000,-31.5
342100,-35.5
342200,-35.5
342300,-34.5
342400,-40.0
342500,-40.0
342600,-39.5
342700,-36.0
342800,-36.0
342900,-38.0
343000,-38.5
343100,-39.0
343200,-42.0
343300,-42.5
343400,-43.5
343500,-48.0
343600,-50.0
343700,-50.5
343800,-50.0
343900,-49.5
344000,-51.0
344100,-53.5
344200,-51.0
344300,-52.0
344400,-53.0
344500,-53.5
344600,-55.0
344700,-51.5
344800,-52.0
344900,-47.5
345000,-47.5
345100,-42.5
345200,-40.5
345300,-44.5
345400,-42.5
345500,-47.0
345600,-46.5
345700,-48.0
345800,-49.0
345900,-47.5
346000,-46.5
346100,-49.5
346200,-47.0
346300,-44.0
346400,-41.5
346500,-42.0
346600,-42.5
346700,-41.0
346800,-42.0
346900,-42.0
347000,-40.0
347100,-43.5
347200,-43.0
347300,-40.0
347400,-40.0
347500,-40.5
347600,-37.0
347700,-36.5
347800,-36.0
347900,-33.5
348000,-33.0
348100,-30.5
348200,-31.0
348300,-28.5
348400,-29.0
348500,-25.5
348600,-27.0
348700,-26.0
348800,-27.5
348900,-26.0
349000,-22.0
349100,-22.5
349200,-25.5
349300,-28.5
349400,-27.5
349500,-25.0
349600,-24.0
349700,-25.5
349800,-25.5
349900,-25.5
350000,-21.0
350100,-21.5
350200,-20.0
350300,-23.5
350400,-22.0
350500,-24.5
350600,-23.0
350700,-22.5
350800,-22.5
350900,-25.0
351000,-22.5
351100,-24.0
351200,-26.5
351300,-29.5
351400,-28.0
351500,-27.5
351600,-31.0
351700,-31.5
351800,-27.0
351900,-27.0
352000,-26.5
352100,-24.5
352200,-27.0
352300,-27.0
352400,-28.0
352500,-28.5
352600,-30.0
352700,-30.5
352800,-29.5
352900,-36.5
353000,-37.5
353100,-37.5
353200,-41.0
353300,-41.0
353400,-40.0
353500,-38.0
353600,-41.0
353700,-39.5
353800,-40.5
353900,-46.5
354000,-44.5
354100,-47.0
354200,-44.5
354300,-48.5
354400,-45.5
354500,-47.0
354600,-47.5
354700,-47.0
354800,-48.0
354900,-47.0
355000,-48.5
355100,-49.0
355200,-50.0
355300,-52.0
355400,-52.0
355500,-50.5
355600,-51.5
355700,-50.0
355800,-51.0
355900,-51.0
356000,-49.0
356100,-49.0
356200,-43.5
356300,-47.0
356400,-44.0
356500,-48.0
356600,-46.0
356700,-47.0
356800,-42.5
356900,-50.0
357000,-50.5
357100,-50.5
357200,-53.0
357300,-50.0
357400,-49.5
357500,-49.5
357600,-49.5
357700,-45.5
357800,-46.0
357900,-44.5
358000,-46.5
358100,-51.0
358200,-54.5
358300,-52.5
358400,-54.0
358500,-53.5
358600,-51.5
358700,-51.5
358800,-48.5
358900,-49.0
359000,-47.5
359100,-49.0
359200,-48.5
359300,-47.5
359400,-45.0
359500,-44.0
359600,-44.0
359700,-42.0
359800,-43.5
359900,-43.5
360000,-43.0
360100,-46.5
360200,-47.5
360300,-46.0
360400,-44.0
360500,-46.5
360600,-45.5
360700,-43.0
360800,-44.5
360900,-44.0
361000,-43.5
361100,-41.0
361200,-40.0
361300,-38.5
361400,-40.5
361500,-39.5
361600,-36.5
361700,-40.5
361800,-39.5
361900,-37.5
362000,-39.0
362100,-42.5
362200,-40.0
362300,-43.5
362400,-42.0
362500,-46.0
362600,-46.0
362700,-46.5
362800,-46.5
362900,-42.0
363000,-39.0
363100,-37.5
363200,-36.5
363300,-38.5
363400,-33.5
363500,-35.5
363600,-35.0
363700,-36.5
363800,-34.5
363900,-32.5
364000,-33.0
364100,-32.0
364200,-33.5
364300,-34.5
364400,-32.0
364500,-33.5
364600,-32.0
364700,-35.0
364800,-38.0
364900,-37.5
365000,-38.0
365100,-39.5
365200,-34.5
365300,-34.5
365400,-37.0
365500,-40.5
365600,-37.5
365700,-37.0
365800,-38.0
365900,-39.5
366000,-41.0
366100,-38.0
366200,-45.0
366300,-43.5
366400,-41.0
366500,-43.5
366600,-43.5
366700,-40.5
366800,-41.5
366900,-41.0
367000,-41.0
367100,-40.0
367200,-42.0
367300,-38.0
367400,-38.0
367500,-36.5
367600,-34.5
367700,-38.0
367800,-36.5
367900,-36.5
368000,-35.0
368100,-32.0
368200,-34.5
368300,-32.0
368400,-31.5
368500,-39.0
368600,-41.0
368700,-44.0
368800,-41.5
368900,-37.0
369000,-38.5
369100,-38.5
369200,-35.5
369300,-36.0
369400,-35.5
369500,-37.0
369600,-38.0
369700,-37.5
369800,-36.0
369900,-35.5
370000,-35.5
370100,-32.5
370200,-31.5
370300,-34.5
370400,-29.5
370500,-36.5
370600,-35.5
370700,-36.0
370800,-35.5
370900,-33.5
371000,-33.5
371100,-35.0
371200,-36.0
371300,-35.5
371400,-37.5
371500,-38.5
371600,-39.5
371700,-38.0
371800,-37.5
371900,-38.5
372000,-41.0
372100,-42.0
372200,-41.5
372300,-40.0
372400,-43.0
372500,-42.5
372600,-40.5
372700,-40.5
372800,-40.5
372900,-40.0
373000,-43.5
373100,-45.5
373200,-48.5
373300,-50.5
373400,-53.0
373500,-52.5
373600,-54.5
373700,-57.0
373800,-56.5
373900,-55.5
374000,-55.5
374100,-55.5
374200,-60.0
374300,-62.5
374400,-60.5
374500,-60.5
374600,-59.5
374700,-61.0
374800,-57.5
374900,-55.5
375000,-59.5
375100,-52.5
375200,-51.5
375300,-53.5
375400,-54.5
375500,-55.0
375600,-56.5
375700,-54.0
375800,-55.5
375900,-54.5
376000,-56.5
376100,-57.0
376200,-55.5
376300,-56.5
376400,-55.5
376500,-54.5
376600,-55.5
376700,-54.5
376800,-55.5
376900,-52.0
377000,-53.0
377100,-53.5
377200,-51.5
377300,-49.0
377400,-46.5
377500,-45.0
377600,-48.5
377700,-49.0
377800,-49.5
377900,-52.0
378000,-49.5
378100,-48.5
378200,-47.5
378300,-48.0
378400,-46.5
378500,-48.5
378600,-49.0
378700,-47.5
378800,-47.0
378900,-47.0
379000,-49.0
379100,-45.5
379200,-47.0
379300,-46.5
379400,-45.0
379500,-44.0
379600,-43.0
379700,-42.0
379800,-43.5
379900,-44.0
380000,-44.5
380100,-45.5
380200,-43.0
380300,-42.5
380400,-43.0
380500,-45.0
380600,-51.5
380700,-47.5
380800,-47.5
380900,-50.0
381000,-50.5
381100,-54.5
381200,-52.5
381300,-51.5
381400,-51.0
381500,-50.5
381600,-52.5
381700,-53.5
381800,-53.0
381900,-49.5
382000,-47.5
382100,-46.0
382200,-50.0
382300,-50.5
382400,-50.5
382500,-56.0
382600,-55.0
382700,-52.5
382800,-48.5
382900,-48.0
383000,-48.5
383100,-49.5
383200,-45.0
383300,-43.0
383400,-44.5
383500,-45.0
383600,-44.0
383700,-40.0
383800,-40.0
383900,-39.5
384000,-35.0
384100,-36.5
384200,-36.0
384300,-35.5
384400,-34.0
384500,-33.5
384600,-34.5
384700,-34.5
384800,-35.5
384900,-34.0
385000,-34.0
385100,-33.0
385200,-33.0
385300,-30.0
385400,-32.5
385500,-32.5
385600,-31.5
385700,-32.0
385800,-32.5
385900,-35.0
386000,-33.5
386100,-37.0
386200,-40.0
386300,-38.5
386400,-38.0
386500,-37.0
386600,-33.0
386700,-32.5
386800,-33.5
386900,-34.5
387000,-35.0
387100,-32.0
387200,-29.0
387300,-28.5
387400,-27.5
387500,-33.0
387600,-34.0
387700,-33.5
387800,-32.5
387900,-35.0
388000,-36.5
388100,-36.0
388200,-34.0
388300,-32.0
388400,-35.5
388500,-35.5
388600,-36.5
388700,-33.5
388800,-36.0
388900,-33.5
389000,-36.0
389100,-36.5
389200,-34.0
389300,-34.5
389400,-34.0
389500,-32.5
389600,-35.0
389700,-33.0
389800,-34.0
389900,-32.5
390000,-37.5
390100,-36.0
390200,-35.5
390300,-34.5
390400,-32.0
390500,-34.5
390600,-28.5
390700,-30.5
390800,-32.0
390900,-31.0
391000,-33.5
391100,-35.5
391200,-39.0
391300,-38.5
391400,-38.5
391500,-38.0
391600,-36.0
391700,-36.5
391800,-34.5
391900,-33.0
392000,-38.0
392100,-39.0
392200,-40.5
392300,-40.5
392400,-39.0
392500,-38.5
392600,-35.5
392700,-38.5
392800,-36.5
392900,-35.5
393000,-43.5
393100,-39.5
393200,-37.0
393300,-36.5
393400,-35.5
393500,-36.5
393600,-35.5
393700,-34.0
393800,-36.0
393900,-33.5
394000,-35.5
394100,-36.5
394200,-35.5
394300,-34.5
394400,-35.0
394500,-37.5
394600,-36.0
394700,-36.5
394800,-35.5
394900,-34.5
395000,-34.0
395100,-34.5
395200,-33.5
395300,-36.5
395400,-34.0
395500,-31.5
395600,-30.0
395700,-25.0
395800,-24.5
395900,-27.5
396000,-29.5
396100,-27.5
396200,-27.0
396300,-30.0
396400,-30.0
396500,-31.5
396600,-30.5
396700,-31.0
396800,-30.0
396900,-31.0
397000,-30.5
397100,-32.5
397200,-36.5
397300,-35.0
397400,-39.0
397500,-40.5
397600,-40.5
397700,-42.5
397800,-39.5
397900,-42.0
398000,-39.5
398100,-39.5
398200,-37.5
398300,-38.5
398400,-39.5
398500,-39.0
398600,-40.0
398700,-39.0
398800,-40.5
398900,-40.5
399000,-42.5
399100,-43.5
399200,-45.5
399300,-42.0
399400,-41.5
399500,-43.0
399600,-41.5
399700,-41.5
399800,-44.0
399900,-39.5
400000,-39.0
400100,-36.5
400200,-37.0
400300,-34.5
400400,-36.0
400500,-36.5
400600,-37.0
400700,-39.5
400800,-39.0
400900,-41.0
401000,-40.5
401100,-44.0
401200,-43.0
401300,-41.0
401400,-39.0
401500,-38.0
401600,-34.0
401700,-35.0
401800,-35.0
401900,-37.0
402000,-34.0
402100,-35.5
402200,-33.5
402300,-33.5
402400,-36.0
402500,-36.5
402600,-35.5
402700,-35.5
402800,-36.0
402900,-33.5
403000,-37.5
403100,-34.0
403200,-34.5
403300,-31.5
403400,-30.0
403500,-33.5
403600,-31.5
403700,-34.0
403800,-32.0
403900,-33.5
404000,-32.5
404100,-29.0
404200,-28.0
404300,-22.0
404400,-20.5
404500,-23.0
404600,-24.0
404700,-24.5
404800,-26.5
404900,-24.5
405000,-27.5
405100,-32.0
405200,-32.5
405300,-32.0
405400,-33.0
405500,-28.0
405600,-29.0
405700,-28.0
405800,-26.5
405900,-24.0
406000,-23.5
406100,-24.5
406200,-24.0
406300,-21.5
406400,-20.5
406500,-21.5
406600,-24.5
406700,-25.5
406800,-23.5
406900,-23.5
407000,-25.0
407100,-23.5
407200,-22.5
407300,-22.0
407400,-21.0
407500,-22.5
407600,-23.5
407700,-20.0
407800,-20.0
407900,-14.5
408000,-17.0
408100,-15.5
408200,-15.5
408300,-15.0
408400,-12.5
408500,-18.5
408600,-18.0
408700,-12.0
408800,-11.5
408900,-13.5
409000,-15.5
409100,-17.0
409200,-18.5
409300,-15.5
409400,-12.5
409500,-12.5
409600,-14.0
409700,-13.5
409800,-14.5
409900,-14.5
410000,-17.5
410100,-17.0
410200,-18.0
410300,-16.5
410400,-16.0
410500,-13.0
410600,-11.5
410700,-11.5
410800,-14.5
410900,-13.5
411000,-17.0
411100,-18.5
411200,-18.5
411300,-18.5
411400,-19.5
411500,-20.5
411600,-22.0
411700,-18.5
411800,-16.5
411900,-16.5
412000,-15.5
412100,-15.5
412200,-17.5
412300,-18.5
412400,-19.0
412500,-17.0
412600,-16.5
412700,-18.0
412800,-16.0
412900,-13.5
413000,-14.0
413100,-10.0
413200,-10.0
413300,-11.0
413400,-13.0
413500,-13.5
413600,-9.5
413700,-12.0
413800,-14.5
413900,-12.5
414000,-14.0
414100,-12.5
414200,-15.5
414300,-16.5
414400,-16.5
414500,-17.5
414600,-18.5
414700,-20.5
414800,-22.0
414900,-16.0
415000,-13.0
415100,-14.5
415200,-15.5
415300,-16.5
415400,-17.5
415500,-12.0
415600,-13.0
415700,-11.0
415800,-11.5
415900,-14.0
416000,-11.0
416100,-11.0
416200,-14.5
416300,-12.5
416400,-10.0
416500,-10.5
416600,-9.0
416700,-10.0
416800,-6.5
416900,-3.5
417000,-6.0
417100,-8.0
417200,-4.5
417300,-3.0
417400,-0.5
417500,-3.5
417600,-7.5
417700,-12.5
417800,-11.5
417900,-13.5
418000,-12.5
418100,-8.0
418200,-7.0
418300,-7.5
418400,-7.5
418500,-6.0
418600,-7.5
418700,-6.5
418800,-6.0
418900,-6.0
419000,-8.0
419100,-9.5
419200,-11.0
419300,-9.0
419400,-8.5
419500,-8.0
419600,-13.5
419700,-12.0
419800,-7.0
419900,-5.5
420000,-9.5
420100,-6.0
420200,-10.0
420300,-6.0
420400,-10.5
420500,-10.5
420600,-10.5
420700,-11.0
420800,-15.0
420900,-14.5
421000,-13.5
421100,-11.5
421200,-11.5
421300,-15.0
421400,-13.5
421500,-10.5
421600,-10.0
421700,-12.5
421800,-12.5
421900,-11.5
422000,-14.0
422100,-14.0
422200,-14.0
422300,-13.0
422400,-12.5
422500,-9.5
422600,-10.5
422700,-9.0
422800,-8.5
422900,-4.0
423000,-4.0
423100,-7.0
423200,-5.0
423300,-5.5
423400,-6.0
423500,-8.0
423600,-7.0
423700,-7.5
423800,-7.5
423900,-9.5
424000,-6.0
424100,-2.5
424200,-3.5
424300,-2.5
424400,-2.0
424500,-3.5
424600,-2.5
424700,-3.0
424800,-2.0
424900,-1.0
425000,1.0
425100,-1.0
425200,-1.5
425300,-3.5
425400,-5.5
425500,-7.5
425600,-9.0
425700,-10.5
425800,-11.0
425900,-11.5
426000,-7.5
426100,-6.5
426200,-5.0
426300,-4.5
426400,-3.0
426500,0.5
426600,-4.0
426700,0.0
426800,-2.5
426900,1.5
427000,1.0
427100,4.5
427200,4.5
427300,0.5
427400,4.5
427500,3.5
427600,0.5
427700,-0.5
427800,-0.5
427900,-4.5
428000,-4.5
428100,-6.5
428200,-5.5
428300,-6.5
428400,-9.5
428500,-11.5
428600,-7.5
428700,-5.0
428800,-5.5
428900,-8.0
429000,-10.5
429100,-8.5
429200,-7.0
429300,-4.5
429400,-5.5
429500,-3.0
429600,-5.5
429700,-6.0
429800,-6.5
429900,-4.5
430000,-1.0
430100,-1.0
430200,-1.5
430300,-3.5
430400,-5.5
430500,-5.0
430600,-5.5
430700,-2.0
430800,0.5
430900,1.5
431000,-1.0
431100,-2.5
431200,-1.5
431300,-4.5
431400,-2.5
431500,0.5
431600,-1.5
431700,-3.0
431800,-2.5
431900,-0.5
432000,-2.5
432100,-5.5
432200,-8.0
432300,-7.0
432400,-6.5
432500,-7.0
432600,-4.5
432700,-10.0
432800,-9.0
432900,-13.0
433000,-15.5
433100,-15.0
433200,-18.0
433300,-16.5
433400,-16.0
433500,-16.0
433600,-19.5
433700,-19.5
433800,-19.5
433900,-19.5
434000,-18.5
434100,-22.5
434200,-20.0
434300,-16.5
434400,-16.5
434500,-15.5
434600,-12.0
434700,-15.5
434800,-18.5
434900,-11.5
435000,-13.5
435100,-13.5
435200,-14.0
435300,-13.5
435400,-15.5
435500,-14.5
435600,-15.0
435700,-16.0
435800,-14.0
435900,-12.0
436000,-10.5
436100,-12.5
436200,-11.0
436300,-11.5
436400,-7.5
436500,-9.5
436600,-11.0
436700,-8.5
436800,-6.0
436900,-4.5
437000,-11.0
437100,-10.0
437200,-13.5
437300,-13.0
437400,-15.5
437500,-15.5
437600,-18.5
437700,-24.0
437800,-26.0
437900,-24.5
438000,-22.5
438100,-23.0
438200,-23.5
438300,-23.5
438400,-20.0
438500,-19.0
438600,-19.0
438700,-19.0
438800,-21.0
438900,-20.5
439000,-19.5
439100,-26.5
439200,-26.0
439300,-24.5
439400,-23.5
439500,-26.0
439600,-21.0
439700,-24.0
439800,-21.0
439900,-22.5
440000,-19.5
440100,-18.5
440200,-19.0
440300,-16.5
440400,-18.0
440500,-20.5
440600,-17.5
440700,-20.5
440800,-17.0
440900,-18.0
441000,-15.5
441100,-19.0
441200,-22.0
441300,-19.0
441400,-20.0
441500,-20.5
441600,-17.5
441700,-18.0
441800,-20.5
441900,-21.0
442000,-21.0
442100,-24.0
442200,-23.0
442300,-25.0
442400,-19.5
442500,-22.5
442600,-25.0
442700,-27.0
442800,-25.0
442900,-21.5
443000,-20.5
443100,-21.0
443200,-24.0
443300,-23.0
443400,-22.0
443500,-23.5
443600,-21.0
443700,-22.0
443800,-23.5
443900,-24.5
444000,-26.0
444100,-25.5
444200,-26.5
444300,-29.5
444400,-28.0
444500,-24.5
444600,-25.5
444700,-23.0
444800,-26.5
444900,-26.5
445000,-21.0
445100,-21.5
445200,-23.0
445300,-25.5
445400,-25.5
445500,-21.5
445600,-21.0
445700,-25.5
445800,-23.0
445900,-23.5
446000,-21.0
446100,-19.5
446200,-16.0
446300,-18.0
446400,-18.5
446500,-21.0
446600,-18.0
446700,-22.5
446800,-20.0
446900,-22.5
447000,-22.5
447100,-24.0
447200,-26.0
447300,-29.0
447400,-25.5
447500,-25.5
447600,-25.5
447700,-26.0
447800,-23.5
447900,-27.0
448000,-29.0
448100,-32.0
448200,-31.5
448300,-31.5
448400,-30.5
448500,-28.0
448600,-28.0
448700,-29.0
448800,-28.0
448900,-28.0
449000,-27.0
449100,-25.5
449200,-25.5
449300,-21.5
449400,-24.0
449500,-23.0
449600,-27.0
449700,-30.5
449800,-31.0
449900,-34.0
450000,-34.5
450100,-35.5
450200,-33.5
450300,-31.5
450400,-31.5
450500,-34.0
450600,-33.0
450700,-29.5
450800,-32.5
450900,-34.0
451000,-35.0
451100,-35.5
451200,-36.5
451300,-32.0
451400,-33.5
451500,-30.5
451600,-33.5
451700,-32.5
451800,-32.0
451900,-32.5
452000,-32.5
452100,-31.5
452200,-35.5
452300,-36.0
452400,-35.5
452500,-36.0
452600,-36.5
452700,-38.0
452800,-39.5
452900,-41.0
453000,-36.0
453100,-37.0
453200,-39.0
453300,-39.0
453400,-37.0
453500,-37.0
453600,-36.0
453700,-39.5
453800,-39.5
453900,-40.0
454000,-42.5
454100,-44.5
454200,-44.5
454300,-44.0
454400,-46.5
454500,-49.5
454600,-51.5
454700,-49.5
454800,-48.5
454900,-52.0
455000,-52.0
455100,-53.0
455200,-52.0
455300,-53.0
455400,-51.5
455500,-51.0
455600,-49.0
455700,-52.5
455800,-50.5
455900,-52.0
456000,-55.0
456100,-51.0
456200,-55.5
456300,-53.0
456400,-56.0
456500,-57.0
456600,-56.5
456700,-55.0
456800,-57.0
456900,-53.5
457000,-53.0
457100,-49.5
457200,-52.5
457300,-55.5
457400,-60.5
457500,-61.0
457600,-60.0
457700,-61.5
457800,-61.5
457900,-61.0
458000,-57.5
458100,-56.0
458200,-59.0
458300,-60.5
458400,-61.0
458500,-60.5
458600,-59.5
458700,-62.0
458800,-61.5
458900,-59.0
459000,-59.5
459100,-57.5
459200,-53.5
459300,-53.0
459400,-55.0
459500,-54.5
459600,-56.0
459700,-57.0
459800,-54.5
459900,-56.5
460000,-53.5
460100,-52.0
460200,-54.0
460300,-55.5
460400,-54.0
460500,-50.5
460600,-45.5
460700,-47.0
460800,-47.5
460900,-47.0
461000,-48.5
461100,-48.5
461200,-49.5
461300,-49.0
461400,-55.0
461500,-51.5
461600,-51.5
461700,-50.0
461800,-49.5
461900,-52.0
462000,-55.0
462100,-53.5
462200,-53.0
462300,-50.0
462400,-50.5
462500,-51.5
462600,-49.0
462700,-50.5
462800,-52.0
462900,-52.5
463000,-57.5
463100,-55.0
463200,-57.5
463300,-59.5
463400,-61.5
463500,-61.0
463600,-63.5
463700,-67.0
463800,-68.5
463900,-68.0
464000,-70.5
464100,-70.0
464200,-70.0
464300,-68.5
464400,-66.0
464500,-68.5
464600,-70.0
464700,-71.0
464800,-69.0
464900,-65.5
465000,-67.5
465100,-68.5
465200,-68.5
465300,-69.0
465400,-68.5
465500,-69.5
465600,-67.5
465700,-72.0
465800,-74.5
465900,-76.0
466000,-73.5
466100,-74.0
466200,-77.0
466300,-74.5
466400,-74.0
466500,-72.0
466600,-72.5
466700,-70.5
466800,-72.5
466900,-72.0
467000,-71.5
467100,-70.5
467200,-71.5
467300,-73.5
467400,-77.5
467500,-81.0
467600,-82.5
467700,-83.0
467800,-86.0
467900,-84.0
468000,-82.0
468100,-83.5
468200,-85.0
468300,-84.0
468400,-82.5
468500,-78.0
468600,-75.5
468700,-74.0
468800,-73.5
468900,-75.5
469000,-74.5
469100,-75.5
469200,-73.0
469300,-69.5
469400,-67.0
469500,-67.0
469600,-65.5
469700,-64.0
469800,-63.5
469900,-61.5
470000,-64.0
470100,-65.5
470200,-61.5
470300,-61.5
470400,-61.5
470500,-62.0
470600,-63.0
470700,-62.5
470800,-62.0
470900,-63.5
471000,-60.5
471100,-60.5
471200,-60.5
471300,-61.0
471400,-60.5
471500,-58.5
471600,-58.5
471700,-61.5
471800,-61.0
471900,-62.0
472000,-62.0
472100,-62.0
472200,-61.0
472300,-59.5
472400,-59.5
472500,-57.5
472600,-59.5
472700,-60.5
472800,-60.0
472900,-62.5
473000,-60.0
473100,-62.0
473200,-64.5
473300,-62.5
473400,-59.5
473500,-61.5
473600,-57.5
473700,-57.0
473800,-54.0
473900,-56.0
474000,-57.5
474100,-57.5
474200,-59.5
474300,-56.0
474400,-54.0
474500,-55.5
474600,-55.0
474700,-58.0
474800,-56.0
474900,-57.5
475000,-56.0
475100,-54.5
475200,-53.0
475300,-56.0
475400,-56.5
475500,-56.0
475600,-55.5
475700,-55.5
475800,-52.5
475900,-51.5
476000,-47.5
476100,-49.5
476200,-49.5
476300,-50.5
476400,-55.0
476500,-53.0
476600,-56.5
476700,-58.0
476800,-57.5
476900,-55.0
477000,-55.0
477100,-52.5
477200,-53.0
477300,-51.0
477400,-52.0
477500,-53.5
477600,-54.0
477700,-50.5
477800,-55.0
477900,-56.5
478000,-56.5
478100,-60.0
478200,-62.5
478300,-59.5
478400,-57.0
478500,-55.0
478600,-53.5
478700,-54.5
478800,-51.5
478900,-52.5
479000,-52.0
479100,-51.5
479200,-53.0
479300,-52.0
479400,-50.5
479500,-52.0
479600,-53.5
479700,-52.0
479800,-52.0
479900,-48.5
480000,-49.0
480100,-49.0
480200,-49.0
480300,-51.0
480400,-50.5
480500,-50.5
480600,-54.5
480700,-54.5
480800,-51.5
480900,-52.5
481000,-51.0
481100,-49.5
481200,-52.0
481300,-50.5
481400,-50.0
481500,-49.0
481600,-48.5
481700,-49.5
481800,-47.5
481900,-44.5
482000,-46.0
482100,-46.5
482200,-45.0
482300,-45.0
482400,-44.5
482500,-41.0
482600,-43.0
482700,-40.5
482800,-39.5
482900,-38.5
483000,-37.5
483100,-39.0
483200,-43.0
483300,-40.5
483400,-42.0
483500,-38.0
483600,-37.5
483700,-36.5
483800,-35.5
483900,-33.5
484000,-35.5
484100,-36.5
484200,-36.0
484300,-38.0
484400,-44.0
484500,-43.5
484600,-44.5
484700,-41.0
484800,-38.5
484900,-40.0
485000,-39.5
485100,-40.5
485200,-40.5
485300,-40.0
485400,-41.0
485500,-39.5
485600,-40.5
485700,-38.5
485800,-39.0
485900,-40.0
486000,-38.5
486100,-37.5
486200,-37.0
486300,-34.0
486400,-30.0
486500,-31.5
486600,-29.0
486700,-29.0
486800,-31.5
486900,-34.0
487000,-37.0
487100,-38.5
487200,-38.0
487300,-33.0
487400,-34.0
487500,-33.0
487600,-35.0
487700,-32.5
487800,-31.5
487900,-33.0
488000,-29.0
488100,-32.0
488200,-32.0
488300,-31.5
488400,-27.5
488500,-28.0
488600,-29.0
488700,-26.5
488800,-29.0
488900,-28.5
489000,-26.5
489100,-28.5
489200,-29.5
489300,-30.0
489400,-28.0
489500,-26.5
489600,-28.0
489700,-23.5
489800,-24.5
489900,-22.5
490000,-21.5
490100,-21.5
490200,-22.0
490300,-19.0
490400,-13.0
490500,-15.0
490600,-16.0
490700,-19.5
490800,-22.0
490900,-27.0
491000,-27.5
491100,-30.0
491200,-29.5
491300,-28.0
491400,-28.0
491500,-27.5
491600,-29.5
491700,-29.5
491800,-28.0
491900,-27.0
492000,-26.5
492100,-22.5
492200,-27.0
492300,-25.5
492400,-28.0
492500,-32.0
492600,-35.0
492700,-34.5
492800,-34.0
492900,-29.5
493000,-27.5
493100,-26.0
493200,-24.5
493300,-24.5
493400,-21.5
493500,-20.0
493600,-16.5
493700,-14.5
493800,-16.5
493900,-17.0
494000,-16.0
494100,-19.0
494200,-15.5
494300,-15.5
494400,-14.5
494500,-13.5
494600,-12.0
494700,-11.5
494800,-11.0
494900,-14.5
495000,-13.0
495100,-11.0
495200,-10.5
495300,-10.0
495400,-9.0
495500,-8.5
495600,-8.0
495700,-7.5
495800,-3.0
495900,-3.0
496000,-6.5
496100,-4.5
496200,-3.0
496300,-2.5
496400,-1.0
496500,0.5
496600,4.5
496700,5.0
496800,4.0
496900,9.0
497000,5.0
497100,4.5
497200,10.0
497300,8.0
497400,11.5
497500,8.5
497600,8.5
497700,9.5
497800,4.0
497900,5.5
498000,1.0
498100,3.0
498200,1.0
498300,3.0
498400,6.0
498500,8.5
498600,4.0
498700,3.5
498800,3.0
498900,2.0
499000,1.5
499100,3.5
499200,3.5
499300,-3.0
499400,1.5
499500,3.5
499600,2.5
499700,0.0
499800,2.5
499900,0.5
500000,2.0
500100,2.5
500200,3.5
500300,4.5
500400,2.0
500500,5.0
500600,6.5
500700,7.5
500800,7.0
500900,2.5
501000,3.0
501100,4.5
501200,0.0
501300,-1.0
501400,1.0
501500,0.5
501600,-2.5
501700,-3.5
501800,-1.5
501900,-3.0
502000,-2.5
502100,1.5
502200,-0.5
502300,0.0
502400,1.5
502500,3.5
502600,6.5
502700,7.0
502800,8.0
502900,3.0
503000,4.5
503100,4.5
503200,9.5
503300,8.0
503400,6.0
503500,7.0
503600,6.0
503700,9.0
503800,9.0
503900,9.0
504000,9.0
504100,8.5
504200,9.5
504300,7.5
504400,8.5
504500,10.5
504600,11.0
504700,11.0
504800,10.5
504900,11.0
505000,10.5
505100,8.5
505200,12.5
505300,12.5
505400,11.5
505500,14.5
505600,15.5
505700,15.5
505800,15.0
505900,17.5
506000,18.5
506100,18.5
506200,19.0
506300,22.0
506400,27.5
506500,25.0
506600,27.5
506700,27.5
506800,25.5
506900,26.5
507000,27.0
507100,26.0
507200,27.5
507300,23.5
507400,23.5
507500,26.5
507600,24.5
507700,29.0
